,Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
181,1,13.922712,1.3502513,2.203392,11.0320215,137.72183,3.397022,3.7144456,0.17235222,2.9195507,5.01822,1.2265537,3.1917078,1258.8633
182,2,13.487228,1.8572596,2.5669055,17.607082,105.20104,2.6562722,2.2304406,0.30633667,1.3932377,6.095784,0.8423432,2.4535842,788.14734
183,1,12.984112,0.81456685,2.3119676,15.8208275,123.99573,2.997309,3.2681177,0.2126988,2.2465646,3.3650267,1.418289,3.0108244,975.4195
184,2,12.122506,1.251486,2.3692274,20.370047,92.34357,2.782346,2.6968184,0.2772247,2.0814776,2.4717581,1.1465318,3.3046014,636.63934
185,1,13.997138,1.2173467,2.3691406,14.1288185,110.31622,3.1420338,3.2316532,0.14594045,2.3707433,4.4193215,1.1944702,3.649149,1175.9218
186,3,12.419515,3.216506,2.565696,23.610413,98.16348,1.5293428,0.798559,0.41867098,1.1069205,6.6361904,0.6336968,1.6586171,551.7235
187,2,13.309442,2.8392746,2.5267637,19.19787,98.28975,2.3611076,2.0049586,0.36374778,1.702018,5.65516,0.8735198,2.383576,883.3497
188,2,14.101595,3.0383208,2.571584,19.101894,113.247894,2.202799,2.4477868,0.38015848,1.6373309,8.291974,0.8297619,2.4450402,1071.3573
189,2,12.580992,2.187494,2.5898237,21.40324,110.626045,2.3919287,2.3672404,0.41410065,1.8513163,2.9230971,1.2525358,3.216324,768.668
190,2,12.371069,2.4277952,2.5358737,22.403816,96.88575,1.9915687,1.7357773,0.39487955,1.4962873,4.4771395,0.9700565,2.4439497,596.8376
191,3,12.250195,2.8687034,2.5131633,23.938135,92.38581,1.3769822,1.2358394,0.49035102,1.0455858,5.4686503,0.86343855,1.9827435,431.45297
192,2,12.449445,1.3983525,2.127392,18.242916,88.02081,2.2505162,2.3861399,0.3160586,1.6210203,3.1541853,1.1024678,2.8685231,586.1327
193,2,11.864293,1.1670462,2.0327628,18.640692,81.802505,2.3343427,2.3677201,0.28033647,1.5464551,1.7933189,1.1688073,3.0610528,489.70905
194,3,12.40989,2.7091331,2.4624643,21.976492,99.702866,1.8849843,1.0668828,0.43805456,1.293534,5.1297636,0.7531763,2.13837,500.21582
195,1,13.362395,1.5781621,2.1847782,17.369537,112.92155,2.5848854,1.7880874,0.28065836,1.592391,4.700062,1.1613338,2.890655,809.3374
196,2,12.376411,2.148753,2.4230142,21.796188,87.11537,2.0832133,1.9810358,0.40334246,1.5273869,2.7680905,1.0345749,2.701904,546.5094
197,3,13.820798,4.049928,2.6501389,23.014612,106.8581,1.5462419,1.0699693,0.54906076,1.1151704,9.694355,0.45601523,1.2955498,712.2099
198,2,12.541553,2.2609427,2.39271,20.482119,97.16256,2.48945,2.016342,0.3407708,1.6265885,3.8519812,0.9575318,2.654597,678.64514
199,2,13.409012,1.5199071,2.3116033,15.628925,115.30065,2.7317479,2.648184,0.23689862,2.3603702,5.5418935,1.2115121,2.812916,1030.8551
